number,file,lascar,SN,co_corr,mstudyid,cstudyid,datetime,cf,duration_valid,cf_valid,co_valid_init,NEW_CF,CO_VALID,NOTES,Validated.by
1,CU_CO_212_BM0339M_05AUG16_R1.txt,CU_CO_212,14409,0,BM0339M,NA,8/3/2016 11:28,0.225,1,2,1,,1,,CO
2,CU_CO_212_BM0240M_16DEC16_R1.txt,CU_CO_212,14409,0.588235294,BM0240M,NA,12/14/2016 9:25,0.225,1,2,2,,2,,CO
3,CU_CO_212_BM0080M_21DEC16_R1.txt,CU_CO_212,14409,0,BM0080M,NA,12/19/2016 9:42,0.225,1,2,1,,1,,CO
